"","samples","ID","sample_ID_simplified","sample_ID_extended","class","pch","col"
"1","Sample_0001","18NS005","Necktie River","Necktie River","Natural stand","16","blue4"
"2","Sample_0002","18NS013","Necktie River","Necktie River","Natural stand","16","blue4"
"3","Sample_0003","18NS021","Necktie River","Necktie River","Natural stand","16","blue4"
"4","Sample_0004","18NS029","Necktie River","Necktie River","Natural stand","16","blue4"
"5","Sample_0005","18NS037","Necktie River","Necktie River","Natural stand","16","blue4"
"6","Sample_0006","18NS045","Necktie River","Necktie River","Natural stand","16","blue4"
"7","Sample_0007","18NS053","Clearwater River","Clearwater River","Natural stand","15","orange"
"8","Sample_0008","18NS061","Clearwater River","Clearwater River","Natural stand","15","orange"
"9","Sample_0009","18NS069","Clearwater River","Clearwater River","Natural stand","15","orange"
"10","Sample_0010","18NS077","Clearwater River","Clearwater River","Natural stand","15","orange"
"11","Sample_0011","18NS085","Clearwater River","Clearwater River","Natural stand","15","orange"
"12","Sample_0012","18NS006","Necktie River","Necktie River","Natural stand","16","blue4"
"13","Sample_0013","18NS014","Necktie River","Necktie River","Natural stand","16","blue4"
"14","Sample_0014","18NS022","Necktie River","Necktie River","Natural stand","16","blue4"
"15","Sample_0015","18NS030","Necktie River","Necktie River","Natural stand","16","blue4"
"16","Sample_0016","18NS038","Necktie River","Necktie River","Natural stand","16","blue4"
"17","Sample_0017","18NS046","Necktie River","Necktie River","Natural stand","16","blue4"
"18","Sample_0018","18NS054","Clearwater River","Clearwater River","Natural stand","15","orange"
"19","Sample_0019","18NS062","Clearwater River","Clearwater River","Natural stand","15","orange"
"20","Sample_0020","18NS070","Clearwater River","Clearwater River","Natural stand","15","orange"
"21","Sample_0021","18NS078","Clearwater River","Clearwater River","Natural stand","15","orange"
"22","Sample_0022","18NS086","Clearwater River","Clearwater River","Natural stand","15","orange"
"23","Sample_0023","18NS007","Necktie River","Necktie River","Natural stand","16","blue4"
"24","Sample_0024","18NS015","Necktie River","Necktie River","Natural stand","16","blue4"
"25","Sample_0025","18NS023","Necktie River","Necktie River","Natural stand","16","blue4"
"26","Sample_0026","18NS031","Necktie River","Necktie River","Natural stand","16","blue4"
"27","Sample_0027","18NS039","Necktie River","Necktie River","Natural stand","16","blue4"
"28","Sample_0028","18NS047","Necktie River","Necktie River","Natural stand","16","blue4"
"29","Sample_0029","18NS055","Clearwater River","Clearwater River","Natural stand","15","orange"
"30","Sample_0030","18NS063","Clearwater River","Clearwater River","Natural stand","15","orange"
"31","Sample_0031","18NS071","Clearwater River","Clearwater River","Natural stand","15","orange"
"32","Sample_0032","18NS079","Clearwater River","Clearwater River","Natural stand","15","orange"
"33","Sample_0033","18NS087","Clearwater River","Clearwater River","Natural stand","15","orange"
"34","Sample_0034","18NS008","Necktie River","Necktie River","Natural stand","16","blue4"
"35","Sample_0035","18NS016","Necktie River","Necktie River","Natural stand","16","blue4"
"36","Sample_0036","18NS024","Necktie River","Necktie River","Natural stand","16","blue4"
"37","Sample_0037","18NS032","Necktie River","Necktie River","Natural stand","16","blue4"
"38","Sample_0038","18NS040","Necktie River","Necktie River","Natural stand","16","blue4"
"39","Sample_0039","18NS048","Necktie River","Necktie River","Natural stand","16","blue4"
"40","Sample_0040","18NS056","Clearwater River","Clearwater River","Natural stand","15","orange"
"41","Sample_0041","18NS064","Clearwater River","Clearwater River","Natural stand","15","orange"
"42","Sample_0042","18NS072","Clearwater River","Clearwater River","Natural stand","15","orange"
"43","Sample_0043","18NS080","Clearwater River","Clearwater River","Natural stand","15","orange"
"44","Sample_0044","18NS088","Clearwater River","Clearwater River","Natural stand","15","orange"
"45","Sample_0045","18NS001","Necktie River","Necktie River","Natural stand","16","blue4"
"46","Sample_0046","18NS009","Necktie River","Necktie River","Natural stand","16","blue4"
"47","Sample_0047","18NS017","Necktie River","Necktie River","Natural stand","16","blue4"
"48","Sample_0048","18NS025","Necktie River","Necktie River","Natural stand","16","blue4"
"49","Sample_0049","18NS033","Necktie River","Necktie River","Natural stand","16","blue4"
"50","Sample_0050","18NS041","Necktie River","Necktie River","Natural stand","16","blue4"
"51","Sample_0051","18NS049","Necktie River","Necktie River","Natural stand","16","blue4"
"52","Sample_0052","18NS057","Clearwater River","Clearwater River","Natural stand","15","orange"
"53","Sample_0053","18NS065","Clearwater River","Clearwater River","Natural stand","15","orange"
"54","Sample_0054","18NS073","Clearwater River","Clearwater River","Natural stand","15","orange"
"55","Sample_0055","18NS081","Clearwater River","Clearwater River","Natural stand","15","orange"
"56","Sample_0056","18NS089","Clearwater River","Clearwater River","Natural stand","15","orange"
"57","Sample_0057","18NS002","Necktie River","Necktie River","Natural stand","16","blue4"
"58","Sample_0058","18NS010","Necktie River","Necktie River","Natural stand","16","blue4"
"59","Sample_0059","18NS018","Necktie River","Necktie River","Natural stand","16","blue4"
"60","Sample_0060","18NS026","Necktie River","Necktie River","Natural stand","16","blue4"
"61","Sample_0061","18NS034","Necktie River","Necktie River","Natural stand","16","blue4"
"62","Sample_0062","18NS042","Necktie River","Necktie River","Natural stand","16","blue4"
"63","Sample_0063","18NS050","Necktie River","Necktie River","Natural stand","16","blue4"
"64","Sample_0064","18NS058","Clearwater River","Clearwater River","Natural stand","15","orange"
"65","Sample_0065","18NS066","Clearwater River","Clearwater River","Natural stand","15","orange"
"66","Sample_0066","18NS074","Clearwater River","Clearwater River","Natural stand","15","orange"
"67","Sample_0067","18NS082","Clearwater River","Clearwater River","Natural stand","15","orange"
"68","Sample_0068","18NS090","Clearwater River","Clearwater River","Natural stand","15","orange"
"69","Sample_0069","18NS003","Necktie River","Necktie River","Natural stand","16","blue4"
"70","Sample_0070","18NS011","Necktie River","Necktie River","Natural stand","16","blue4"
"71","Sample_0071","18NS019","Necktie River","Necktie River","Natural stand","16","blue4"
"72","Sample_0072","18NS027","Necktie River","Necktie River","Natural stand","16","blue4"
"73","Sample_0073","18NS035","Necktie River","Necktie River","Natural stand","16","blue4"
"74","Sample_0074","18NS043","Necktie River","Necktie River","Natural stand","16","blue4"
"75","Sample_0075","18NS051","Clearwater River","Clearwater River","Natural stand","15","orange"
"76","Sample_0076","18NS059","Clearwater River","Clearwater River","Natural stand","15","orange"
"77","Sample_0077","18NS067","Clearwater River","Clearwater River","Natural stand","15","orange"
"78","Sample_0078","18NS075","Clearwater River","Clearwater River","Natural stand","15","orange"
"79","Sample_0079","18NS083","Clearwater River","Clearwater River","Natural stand","15","orange"
"80","Sample_0080","18NS091","Clearwater River","Clearwater River","Natural stand","15","orange"
"81","Sample_0081","18NS004","Necktie River","Necktie River","Natural stand","16","blue4"
"82","Sample_0082","18NS012","Necktie River","Necktie River","Natural stand","16","blue4"
"83","Sample_0083","18NS020","Necktie River","Necktie River","Natural stand","16","blue4"
"84","Sample_0084","18NS028","Necktie River","Necktie River","Natural stand","16","blue4"
"85","Sample_0085","18NS036","Necktie River","Necktie River","Natural stand","16","blue4"
"86","Sample_0086","18NS044","Necktie River","Necktie River","Natural stand","16","blue4"
"87","Sample_0087","18NS052","Clearwater River","Clearwater River","Natural stand","15","orange"
"88","Sample_0088","18NS060","Clearwater River","Clearwater River","Natural stand","15","orange"
"89","Sample_0089","18NS068","Clearwater River","Clearwater River","Natural stand","15","orange"
"90","Sample_0090","18NS076","Clearwater River","Clearwater River","Natural stand","15","orange"
"91","Sample_0091","18NS084","Clearwater River","Clearwater River","Natural stand","15","orange"
"92","Sample_0092","18NS092","Clearwater River","Clearwater River","Natural stand","15","orange"
"93","Sample_0093","18NS093","Clearwater River","Clearwater River","Natural stand","15","orange"
"94","Sample_0094","18NS097","Clearwater River","Clearwater River","Natural stand","15","orange"
"95","Sample_0095","18NS105","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"96","Sample_0096","18NS113","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"97","Sample_0097","18NS121","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"98","Sample_0098","18NS129","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"99","Sample_0099","18NS137","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"100","Sample_0100","18NS145","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"101","Sample_0101","18NS153","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"102","Sample_0102","18NS161","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"103","Sample_0103","18NS169","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"104","Sample_0104","18NS177","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"105","Sample_0105","18NS094","Clearwater River","Clearwater River","Natural stand","15","orange"
"106","Sample_0106","18NS098","Clearwater River","Clearwater River","Natural stand","15","orange"
"107","Sample_0107","18NS106","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"108","Sample_0108","18NS114","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"109","Sample_0109","18NS122","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"110","Sample_0110","18NS130","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"111","Sample_0111","18NS138","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"112","Sample_0112","18NS146","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"113","Sample_0113","18NS154","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"114","Sample_0114","18NS162","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"115","Sample_0115","18NS170","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"116","Sample_0116","18NS178","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"117","Sample_0117","18NS095","Clearwater River","Clearwater River","Natural stand","15","orange"
"118","Sample_0118","18NS099","Clearwater River","Clearwater River","Natural stand","15","orange"
"119","Sample_0119","18NS107","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"120","Sample_0120","18NS115","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"121","Sample_0121","18NS123","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"122","Sample_0122","18NS131","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"123","Sample_0123","18NS139","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"124","Sample_0124","18NS147","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"125","Sample_0125","18NS155","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"126","Sample_0126","18NS163","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"127","Sample_0127","18NS171","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"128","Sample_0128","18NS179","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"129","Sample_0129","18NS096","Clearwater River","Clearwater River","Natural stand","15","orange"
"130","Sample_0130","18NS100","Clearwater River","Clearwater River","Natural stand","15","orange"
"131","Sample_0131","18NS108","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"132","Sample_0132","18NS116","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"133","Sample_0133","18NS124","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"134","Sample_0134","18NS132","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"135","Sample_0135","18NS140","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"136","Sample_0136","18NS148","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"137","Sample_0137","18NS156","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"138","Sample_0138","18NS164","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"139","Sample_0139","18NS172","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"140","Sample_0140","18NS180","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"141","Sample_0141","18NS101","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"142","Sample_0142","18NS109","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"143","Sample_0143","18NS117","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"144","Sample_0144","18NS125","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"145","Sample_0145","18NS133","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"146","Sample_0146","18NS141","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"147","Sample_0147","18NS149","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"148","Sample_0148","18NS157","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"149","Sample_0149","18NS165","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"150","Sample_0150","18NS173","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"151","Sample_0151","18NS181","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"152","Sample_0152","18NS102","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"153","Sample_0153","18NS110","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"154","Sample_0154","18NS118","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"155","Sample_0155","18NS126","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"156","Sample_0156","18NS134","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"157","Sample_0157","18NS142","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"158","Sample_0158","18NS150","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"159","Sample_0159","18NS158","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"160","Sample_0160","18NS166","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"161","Sample_0161","18NS174","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"162","Sample_0162","18NS182","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"163","Sample_0163","18NS103","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"164","Sample_0164","18NS111","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"165","Sample_0165","18NS119","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"166","Sample_0166","18NS127","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"167","Sample_0167","18NS135","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"168","Sample_0168","18NS143","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"169","Sample_0169","18NS151","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"170","Sample_0170","18NS159","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"171","Sample_0171","18NS167","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"172","Sample_0172","18NS175","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"173","Sample_0173","18NS183","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"174","Sample_0174","18NS104","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"175","Sample_0175","18NS112","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"176","Sample_0176","18NS120","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"177","Sample_0177","18NS128","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"178","Sample_0178","18NS136","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"179","Sample_0179","18NS144","Upper Rice Lake","Upper Rice Lake","Natural stand","15","purple"
"180","Sample_0180","18NS152","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"181","Sample_0181","18NS160","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"182","Sample_0182","18NS168","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"183","Sample_0183","18NS176","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"184","Sample_0184","18NS184","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"185","Sample_0185","18NS185","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"186","Sample_0186","18NS197","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"187","Sample_0187","18NS205","Plantagenet","Plantagenet","Natural stand","16","violet"
"188","Sample_0188","18NS213","Plantagenet","Plantagenet","Natural stand","16","violet"
"189","Sample_0189","18NS221","Plantagenet","Plantagenet","Natural stand","16","violet"
"190","Sample_0190","18NS229","Plantagenet","Plantagenet","Natural stand","16","violet"
"191","Sample_0191","18NS237","Plantagenet","Plantagenet","Natural stand","16","violet"
"192","Sample_0192","18NS245","Plantagenet","Plantagenet","Natural stand","16","violet"
"193","Sample_0193","18NS253","Aquatica_species","AquaticaSpecies","Natural stand","17","red3"
"194","Sample_0194","18NS261","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"195","Sample_0195","18NS269","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"196","Sample_0196","18NS186","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"197","Sample_0197","18NS198","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"198","Sample_0198","18NS206","Plantagenet","Plantagenet","Natural stand","16","violet"
"199","Sample_0199","18NS214","Plantagenet","Plantagenet","Natural stand","16","violet"
"200","Sample_0200","18NS222","Plantagenet","Plantagenet","Natural stand","16","violet"
"201","Sample_0201","18NS230","Plantagenet","Plantagenet","Natural stand","16","violet"
"202","Sample_0202","18NS238","Plantagenet","Plantagenet","Natural stand","16","violet"
"203","Sample_0203","18NS246","Plantagenet","Plantagenet","Natural stand","16","violet"
"204","Sample_0204","18NS254","Aquatica_species","AquaticaSpecies","Natural stand","17","red3"
"205","Sample_0205","18NS262","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"206","Sample_0206","18NS270","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"207","Sample_0207","18NS187","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"208","Sample_0208","18NS199","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"209","Sample_0209","18NS207","Plantagenet","Plantagenet","Natural stand","16","violet"
"210","Sample_0210","18NS215","Plantagenet","Plantagenet","Natural stand","16","violet"
"211","Sample_0211","18NS223","Plantagenet","Plantagenet","Natural stand","16","violet"
"212","Sample_0212","18NS231","Plantagenet","Plantagenet","Natural stand","16","violet"
"213","Sample_0213","18NS239","Plantagenet","Plantagenet","Natural stand","16","violet"
"214","Sample_0214","18NS247","Plantagenet","Plantagenet","Natural stand","16","violet"
"215","Sample_0215","18NS255","Aquatica_species","AquaticaSpecies","Natural stand","17","red3"
"216","Sample_0216","18NS263","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"217","Sample_0217","18NS271","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"218","Sample_0218","18NS188","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"219","Sample_0219","18NS200","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"220","Sample_0220","18NS208","Plantagenet","Plantagenet","Natural stand","16","violet"
"221","Sample_0221","18NS216","Plantagenet","Plantagenet","Natural stand","16","violet"
"222","Sample_0222","18NS224","Plantagenet","Plantagenet","Natural stand","16","violet"
"223","Sample_0223","18NS232","Plantagenet","Plantagenet","Natural stand","16","violet"
"224","Sample_0224","18NS240","Plantagenet","Plantagenet","Natural stand","16","violet"
"225","Sample_0225","18NS248","Plantagenet","Plantagenet","Natural stand","16","violet"
"226","Sample_0226","18NS256","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"227","Sample_0227","18NS264","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"228","Sample_0228","18NS272","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"229","Sample_0229","18NS189","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"230","Sample_0230","18NS193","Garfield Lake","Garfield Lake","Natural stand","16","green3"
"231","Sample_0231","18NS201","Plantagenet","Plantagenet","Natural stand","16","violet"
"232","Sample_0232","18NS209","Plantagenet","Plantagenet","Natural stand","16","violet"
"233","Sample_0233","18NS217","Plantagenet","Plantagenet","Natural stand","16","violet"
"234","Sample_0234","18NS225","Plantagenet","Plantagenet","Natural stand","16","violet"
"235","Sample_0235","18NS233","Plantagenet","Plantagenet","Natural stand","16","violet"
"236","Sample_0236","18NS241","Plantagenet","Plantagenet","Natural stand","16","violet"
"237","Sample_0237","18NS249","Plantagenet","Plantagenet","Natural stand","16","violet"
"238","Sample_0238","18NS257","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"239","Sample_0239","18NS265","Aquatica_species","Aquatica_species","Natural stand","17","red3"
"240","Sample_0240","18NS273","Aquatica_species","Aquatica_species","Natural stand","17","red3"
